         49933 function calls (47665 primitive calls) in 5.934 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    5.621    1.405 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/http11.py:209(_receive_event)
        1    0.000    0.000    5.620    5.620 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/http11.py:170(_receive_response_headers)
        3    0.000    0.000    5.620    1.873 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_backends/sync.py:124(read)
        3    0.000    0.000    5.620    1.873 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/ssl.py:1285(recv)
        3    0.000    0.000    5.619    1.873 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/ssl.py:1154(read)
        3    5.619    1.873    5.619    1.873 {method 'read' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.208    0.208 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/connection.py:105(_connect)
        1    0.000    0.000    0.124    0.124 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_backends/sync.py:188(connect_tcp)
        1    0.000    0.000    0.124    0.124 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/socket.py:808(create_connection)
        1    0.000    0.000    0.084    0.084 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_backends/sync.py:144(start_tls)
        1    0.000    0.000    0.084    0.084 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/ssl.py:507(wrap_socket)
        1    0.000    0.000    0.084    0.084 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/ssl.py:1014(_create)
        1    0.000    0.000    0.083    0.083 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/ssl.py:1368(do_handshake)
        1    0.083    0.083    0.083    0.083 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.066    0.066 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/socket.py:938(getaddrinfo)
        1    0.065    0.065    0.065    0.065 {built-in method _socket.getaddrinfo}
        1    0.059    0.059    0.059    0.059 {method 'connect' of '_socket.socket' objects}
        2    0.000    0.000    0.049    0.025 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_client.py:67(__init__)
        2    0.000    0.000    0.049    0.024 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:781(__init__)
        2    0.000    0.000    0.049    0.024 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:750(__init__)
        2    0.000    0.000    0.048    0.024 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:639(__init__)
        1    0.000    0.000    0.043    0.043 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:445(_build_request)
        1    0.000    0.000    0.042    0.042 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:410(_build_headers)
        1    0.000    0.000    0.042    0.042 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_client.py:158(default_headers)
        1    0.000    0.000    0.042    0.042 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:606(default_headers)
        1    0.000    0.000    0.042    0.042 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:646(platform_headers)
        1    0.000    0.000    0.042    0.042 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:2002(platform_headers)
        1    0.000    0.000    0.042    0.042 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:1960(get_platform)
        1    0.000    0.000    0.042    0.042 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:1176(platform)
        2    0.000    0.000    0.038    0.019 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:373(check_output)
        2    0.000    0.000    0.038    0.019 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:461(run)
        2    0.000    0.000    0.038    0.019 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:718(_init_transport)
        2    0.000    0.000    0.038    0.019 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_transports/default.py:136(__init__)
        2    0.000    0.000    0.034    0.017 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:758(__init__)
        2    0.000    0.000    0.034    0.017 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:1703(_execute_child)
        1    0.000    0.000    0.029    0.029 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:785(__iter__)
        1    0.000    0.000    0.029    0.029 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/functools.py:961(__get__)
        1    0.000    0.000    0.029    0.029 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:781(processor)
        1    0.000    0.000    0.029    0.029 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:730(get)
        1    0.000    0.000    0.029    0.029 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:747(from_subprocess)
     56/2    0.000    0.000    0.029    0.014 <frozen importlib._bootstrap>:1022(_find_and_load)
     56/2    0.000    0.000    0.029    0.014 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
     47/2    0.000    0.000    0.028    0.014 <frozen importlib._bootstrap>:664(_load_unlocked)
     46/2    0.000    0.000    0.028    0.014 <frozen importlib._bootstrap_external>:877(exec_module)
     54/2    0.000    0.000    0.027    0.013 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
     76/2    0.002    0.000    0.027    0.013 {built-in method builtins.exec}
        1    0.000    0.000    0.024    0.024 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/__init__.py:1(<module>)
        2    0.024    0.012    0.024    0.012 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.019    0.019 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_api.py:1(<module>)
      7/4    0.000    0.000    0.019    0.005 {built-in method builtins.__import__}
        1    0.000    0.000    0.018    0.018 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/__init__.py:1(<module>)
        1    0.000    0.000    0.016    0.016 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/connection.py:1(<module>)
        2    0.000    0.000    0.012    0.006 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_config.py:23(create_ssl_context)
        2    0.000    0.000    0.012    0.006 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/ssl.py:741(create_default_context)
        2    0.012    0.006    0.012    0.006 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.011    0.011 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/http11.py:1(<module>)
       46    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:950(get_code)
        1    0.000    0.000    0.011    0.011 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/__init__.py:1(<module>)
        2    0.000    0.000    0.010    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:239(_get_proxy_map)
        2    0.000    0.000    0.010    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_utils.py:30(get_environment_proxies)
        2    0.000    0.000    0.010    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:2656(getproxies)
        1    0.000    0.000    0.010    0.010 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:1(<module>)
        2    0.000    0.000    0.010    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:2633(getproxies_macosx_sysconf)
        2    0.010    0.005    0.010    0.005 {built-in method _scproxy._get_proxies}
        1    0.000    0.000    0.009    0.009 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:640(architecture)
        1    0.000    0.000    0.009    0.009 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:599(_syscmd_file)
        2    0.009    0.004    0.009    0.004 {built-in method posix.read}
       46    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
       48    0.007    0.000    0.007    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.007    0.007 /Users/williamduarte/Documents/Empresa/Projeto/cursorDev/cmex_poc/backend/app/routes/claude.py:20(count_tokens_and_log)
        1    0.000    0.000    0.006    0.006 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:1102(_process_response)
        1    0.000    0.000    0.006    0.006 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_response.py:301(parse)
        1    0.000    0.000    0.006    0.006 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_response.py:129(_parse)
        1    0.000    0.000    0.005    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:570(_process_response_data)
     13/1    0.000    0.000    0.005    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:440(construct_type)
        1    0.000    0.000    0.005    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_events.py:1(<module>)
       53    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:921(_find_spec)
      2/1    0.000    0.000    0.004    0.004 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:195(construct)
       35    0.000    0.000    0.004    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/re.py:288(_compile)
     12/8    0.000    0.000    0.004    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:374(_construct_field)
       15    0.000    0.000    0.004    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/re.py:249(compile)
       14    0.000    0.000    0.004    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:783(compile)
       53    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
       53    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
        5    0.000    0.000    0.004    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:671(validate_type)
        2    0.000    0.000    0.004    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:1110(communicate)
        5    0.000    0.000    0.004    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:722(_validate_non_model_type)
        4    0.000    0.000    0.004    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/type_adapter.py:196(__init__)
        1    0.000    0.000    0.004    0.004 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:433(mac_ver)
        1    0.000    0.000    0.004    0.004 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:411(_mac_ver_xml)
        4    0.000    0.000    0.003    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/type_adapter.py:247(_init_core_attrs)
       92    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_async/__init__.py:1(<module>)
  227/219    0.000    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:306(inner)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:1101(extract_cookies)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_readers.py:1(<module>)
       14    0.000    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:944(parse)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/plistlib.py:1(<module>)
    46/14    0.000    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:436(_parse_sub)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:1249(__init__)
    47/14    0.001    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:494(_parse)
      123    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
       46    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       46    0.002    0.000    0.002    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:319(__init__)
       46    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
     10/4    0.000    0.000    0.002    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:575(generate_schema)
        7    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:1174(wrap)
        7    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:881(_process_class)
        1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:343(full_url)
        1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:374(_parse)
     16/4    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:861(_generate_schema_inner)
        1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_backends/sync.py:1(<module>)
     14/4    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:886(match_type)
        1    0.002    0.002    0.002    0.002 {method 'read' of '_io.TextIOWrapper' objects}
7834/7760    0.001    0.000    0.002    0.000 {built-in method builtins.isinstance}
       97    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1016(__init__)
       30    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:412(_create_fn)
     1075    0.000    0.000    0.002    0.000 {built-in method builtins.getattr}
      220    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       47    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      221    0.002    0.000    0.002    0.000 {built-in method posix.stat}
    48/40    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:401(__getitem__)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:522(<listcomp>)
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:997(_match_generic_type)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:74(maybe_transform)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:88(transform)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_async/connection.py:1(<module>)
     51/1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:145(_transform_recursive)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/parse.py:1044(_splittype)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_headers.py:1(<module>)
      4/2    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:236(_transform_typeddict)
    20/14    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:738(_generate_schema_from_property)
       34    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:483(Union)
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1316(_union_schema)
        2    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:876(read)
        5    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
        3    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:884(iter_bytes)
       21    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/v1/typing.py:113(get_origin)
        3    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:935(iter_raw)
       14    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:622(_code)
       12    0.001    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_model_construction.py:315(__getattr__)
   330/72    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/abc.py:121(__subclasscheck__)
        7    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:426(next_event)
   330/72    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        7    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:598(_frozen_get_del_attr)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/xml/parsers/expat.py:1(<module>)
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       38    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1138(__getitem__)
       75    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      813    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:986(__setattr__)
       68    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/parse.py:1065(_splithost)
       50    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1147(copy_with)
       12    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:144(__init__)
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/typing_extensions.py:1197(get_type_hints)
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1773(get_type_hints)
    76/14    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:87(_compile)
        2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:189(__init__)
       60    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x104d4fa68}
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:544(clean_schema)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1174(create_module)
        8    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_urls.py:77(__init__)
        1    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
      509    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
   141/28    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:320(_eval_type)
       28    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:679(_evaluate)
        6    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_urlparse.py:213(urlparse)
      210    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:146(_type_check)
  112/111    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/main.py:680(__get_pydantic_core_schema__)
      8/2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_schema_generation_shared.py:83(__call__)
      672    0.001    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:234(__next)
       92    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
       55    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/contextlib.py:130(__enter__)
       98    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/typing_extensions.py:2989(_collect_type_vars)
        2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:622(_model_schema)
    29/27    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/abc.py:117(__instancecheck__)
      342    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:255(get)
    29/27    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:340(build_request)
        3    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:152(__iter__)
        3    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_transports/default.py:125(__iter__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
   100/38    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:175(getwidth)
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       44    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:2446(get_schema_or_ref)
        7    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:260(_process_event)
      120    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:401(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_async/http11.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/http11.py:330(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_state.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:398(_extract_next_receive_event)
      724    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1902(get_origin)
