         49962 function calls (47596 primitive calls) in 15.213 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.041    0.020 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:781(__init__)
        2    0.000    0.000    0.040    0.020 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:750(__init__)
        2    0.000    0.000    0.040    0.020 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:639(__init__)
        1    0.000    0.000    0.038    0.038 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:445(_build_request)
        1    0.000    0.000    0.036    0.036 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:410(_build_headers)
        1    0.000    0.000    0.035    0.035 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_client.py:158(default_headers)
        1    0.000    0.000    0.035    0.035 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:606(default_headers)
        2    0.000    0.000    0.035    0.017 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:718(_init_transport)
        2    0.000    0.000    0.035    0.017 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_transports/default.py:136(__init__)
        1    0.000    0.000    0.035    0.035 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:646(platform_headers)
        1    0.000    0.000    0.034    0.034 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:2002(platform_headers)
        1    0.000    0.000    0.032    0.032 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:1960(get_platform)
        1    0.000    0.000    0.032    0.032 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:1176(platform)
     56/2    0.000    0.000    0.029    0.015 <frozen importlib._bootstrap>:1022(_find_and_load)
     56/2    0.000    0.000    0.029    0.015 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
     47/2    0.000    0.000    0.029    0.014 <frozen importlib._bootstrap>:664(_load_unlocked)
     46/2    0.000    0.000    0.028    0.014 <frozen importlib._bootstrap_external>:877(exec_module)
     54/2    0.000    0.000    0.027    0.013 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
     76/2    0.001    0.000    0.027    0.013 {built-in method builtins.exec}
        2    0.000    0.000    0.024    0.012 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:373(check_output)
        2    0.000    0.000    0.024    0.012 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:461(run)
        1    0.000    0.000    0.021    0.021 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/__init__.py:1(<module>)
      7/4    0.000    0.000    0.017    0.004 {built-in method builtins.__import__}
        1    0.000    0.000    0.017    0.017 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_api.py:1(<module>)
        1    0.000    0.000    0.016    0.016 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/__init__.py:1(<module>)
       48    0.015    0.000    0.015    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.015    0.015 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:640(architecture)
        1    0.000    0.000    0.015    0.015 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:599(_syscmd_file)
        1    0.000    0.000    0.014    0.014 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/connection.py:1(<module>)
        2    0.000    0.000    0.014    0.007 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:758(__init__)
        2    0.000    0.000    0.013    0.007 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:1703(_execute_child)
       46    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:950(get_code)
        2    0.000    0.000    0.012    0.006 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_config.py:23(create_ssl_context)
        2    0.000    0.000    0.012    0.006 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/ssl.py:741(create_default_context)
        2    0.011    0.006    0.011    0.006 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.010    0.010 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/http11.py:1(<module>)
        2    0.000    0.000    0.010    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/subprocess.py:1110(communicate)
        1    0.000    0.000    0.010    0.010 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:785(__iter__)
        1    0.000    0.000    0.010    0.010 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/functools.py:961(__get__)
        1    0.000    0.000    0.010    0.010 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:781(processor)
        1    0.000    0.000    0.010    0.010 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:730(get)
        1    0.000    0.000    0.010    0.010 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:747(from_subprocess)
       46    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
        1    0.000    0.000    0.009    0.009 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:1(<module>)
        2    0.008    0.004    0.008    0.004 {built-in method posix.read}
        1    0.000    0.000    0.007    0.007 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:433(mac_ver)
        1    0.000    0.000    0.007    0.007 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/platform.py:411(_mac_ver_xml)
        1    0.000    0.000    0.007    0.007 /Users/williamduarte/Documents/Empresa/Projeto/cursorDev/cmex_poc/backend/app/routes/claude.py:20(count_tokens_and_log)
        2    0.000    0.000    0.006    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:239(_get_proxy_map)
        2    0.000    0.000    0.006    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_utils.py:30(get_environment_proxies)
        2    0.000    0.000    0.006    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:2656(getproxies)
        2    0.000    0.000    0.005    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:2633(getproxies_macosx_sysconf)
        2    0.005    0.003    0.005    0.003 {built-in method _scproxy._get_proxies}
        1    0.000    0.000    0.005    0.005 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/plistlib.py:1(<module>)
        2    0.004    0.002    0.004    0.002 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.004    0.004 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_events.py:1(<module>)
       53    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:921(_find_spec)
       47    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
       35    0.000    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/re.py:288(_compile)
  228/219    0.000    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:306(inner)
       15    0.000    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/re.py:249(compile)
       53    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
       53    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
       14    0.000    0.000    0.003    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:783(compile)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:1102(_process_response)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_response.py:301(parse)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_response.py:129(_parse)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/xml/parsers/expat.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_readers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:570(_process_response_data)
        1    0.000    0.000    0.003    0.003 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_async/__init__.py:1(<module>)
     13/1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:440(construct_type)
       92    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
      2/1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:195(construct)
        1    0.002    0.002    0.002    0.002 {method 'read' of '_io.TextIOWrapper' objects}
     12/8    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:374(_construct_field)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1174(create_module)
        1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:1101(extract_cookies)
        1    0.002    0.002    0.002    0.002 {built-in method _imp.create_dynamic}
       46    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
        1    0.002    0.002    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:2040(get_architecture)
       46    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
      123    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
        5    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:671(validate_type)
        5    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:722(_validate_non_model_type)
        1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:1249(__init__)
        4    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/type_adapter.py:196(__init__)
        4    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/type_adapter.py:247(_init_core_attrs)
        7    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:1174(wrap)
        7    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:881(_process_class)
        1    0.000    0.000    0.002    0.002 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:319(__init__)
7792/7718    0.001    0.000    0.002    0.000 {built-in method builtins.isinstance}
       14    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:944(parse)
    46/14    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:436(_parse_sub)
       12    0.001    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:144(__init__)
       96    0.000    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1016(__init__)
    47/14    0.001    0.000    0.002    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:494(_parse)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:74(maybe_transform)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:88(transform)
     51/1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:145(_transform_recursive)
    50/41    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:401(__getitem__)
      4/2    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_utils/_transform.py:236(_transform_typeddict)
       30    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:412(_create_fn)
       46    0.001    0.000    0.001    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_models.py:522(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_backends/sync.py:1(<module>)
     10/4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:575(generate_schema)
       35    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:483(Union)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_headers.py:1(<module>)
        8    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_urls.py:77(__init__)
        6    0.001    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_urlparse.py:213(urlparse)
      220    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     16/4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:861(_generate_schema_inner)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:343(full_url)
     14/4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:886(match_type)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/anthropic/_base_client.py:429(_prepare_url)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:374(_parse)
      221    0.001    0.000    0.001    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:876(read)
        5    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
        3    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:884(iter_bytes)
        7    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:426(next_event)
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:997(_match_generic_type)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_async/connection.py:1(<module>)
    20/14    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:738(_generate_schema_from_property)
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1316(_union_schema)
   378/72    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/abc.py:121(__subclasscheck__)
       14    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:622(_code)
       38    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1138(__getitem__)
   378/72    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/typing_extensions.py:1197(get_type_hints)
        4    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1773(get_type_hints)
        7    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/dataclasses.py:598(_frozen_get_del_attr)
       48    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:1147(copy_with)
      805    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:986(__setattr__)
   141/28    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:320(_eval_type)
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       28    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:679(_evaluate)
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:340(build_request)
       17    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/request.py:401(add_header)
       60    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x100fc3a68}
        3    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:935(iter_raw)
      206    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:146(_type_check)
       17    0.001    0.000    0.001    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/parse.py:1065(_splithost)
    76/14    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:87(_compile)
       97    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/typing_extensions.py:2989(_collect_type_vars)
        2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/main.py:680(__get_pydantic_core_schema__)
      8/2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_schema_generation_shared.py:83(__call__)
      120    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
       92    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
        2    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:622(_model_schema)
        7    0.000    0.000    0.001    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:398(_extract_next_receive_event)
        1    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_state.py:1(<module>)
      509    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       29    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:284(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:383(__init__)
  807/805    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_client.py:152(__iter__)
        3    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_transports/default.py:125(__iter__)
       96    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/typing.py:947(__init__)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        3    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:401(__iter__)
        3    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/http11.py:330(__iter__)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_async/http11.py:1(<module>)
     1075    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/urllib/parse.py:1044(_splittype)
        3    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpcore/_sync/http11.py:196(_receive_response_body)
        7    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/h11/_connection.py:260(_process_event)
        2    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:691(<dictcomp>)
        6    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1064(_generate_md_field_schema)
        8    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/httpx/_models.py:242(get)
        6    0.000    0.000    0.000    0.000 /Users/williamduarte/.pyenv/versions/3.10.13/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1217(_common_field_schema)
